ImageId,PredictionString
ID_ae909efbc,0.14792278 -3.1386144980256345 -3.1284211744838437 -19.00753898434178 9.525051823024775 52.9610812664032 0.38184039008623377 0.15416996 -3.1268311562408466 -3.12583350029821 -23.165134971391776 12.83109281911289 72.29266166687012 0.3852726472159111 0.15309764 0.04917477624407647 -3.1012671795957765 -8.299797583847244 15.300071542935015 85.41885614395142 0.3898276304185157 0.15358941 -3.120067894144613 -3.1278309786045035 -20.725287803066546 9.055120851220488 49.30709898471832 0.479715970170097 0.14392309 3.1163685188958783 -3.1295813397788486 -16.595365228070055 5.78604336713817 29.652947187423706 0.30973886047401233 0.15349814 -3.132824718071621 -3.133799348148056 -19.66837061095942 8.199659794249756 41.289228200912476 0.5045559671433246 0.1590727 -0.03143773842297596 -3.1092424934082707 -6.587016404228397 9.910449604793564 50.70805549621582 0.33711558879010356 0.1452282 -3.105897129964968 -3.1306811702721795 -16.516419795621246 4.875893448455535 23.83900284767151 0.40262543827579755 0.15120775 0.010521102395810387 -3.097281502681323 -1.450305245315561 5.618620133813677 27.513372898101807 0.44995937892941673 0.15134682 0.01581410990089387 -3.099961096542426 -4.600249189371613 3.375591742828639 10.537759214639664 0.3083319984765357
ID_9efcf56c9,0.1414944 -0.0018006270705354355 -3.0926074740761003 -28.419420337182256 13.622459410307425 91.30621552467346 0.3906500032458669 0.14378273 0.0474456397805819 -3.0943324622982225 -21.59693116217887 12.572088585967702 85.50072908401489 0.3742446109090643 0.14374122 0.008032046344545817 -3.093962276475974 -19.685717363782633 17.061254334083564 115.43712615966797 0.33932637028486623 0.14560032 0.005962338349067585 -3.0940916185551366 -29.760527288963118 6.877423774905064 44.37454640865326 0.3689926798882686 0.14173874 -0.006852033895774829 -3.093773419159003 -19.87037324115063 5.592374040398429 36.597564816474915 0.35568306678682465 0.14836964 -0.015205331328358067 -3.1036595051460942 -21.936159694678157 6.469799760182365 41.23314321041107 0.3256446446479865 0.1453007 0.006051198306259581 -3.0926695225113114 -20.529501403750704 9.837026567766873 63.904017210006714 0.5187450149854993 0.14717719 0.044618258499780475 -3.09548074205453 -16.41127221722467 9.402289822903512 55.546486377716064 0.4207058961359048 0.14880756 0.02862788455583194 -3.1003588308864316 -7.932068827785832 12.425940755965664 72.65983819961548 0.5125238479221988 0.13190696 0.008596982898055633 -3.0983582866662225 -6.268219306402751 6.7591877941454035 38.5090708732605 0.3112394796399649 0.14761168 0.011096413963852166 -3.1012743470543107 -5.4823127160906395 7.585750472254612 43.05155277252197 0.386897415091789 0.155684 0.18785342543975259 -3.09332316567237 -0.6546829820256683 14.029663684936427 79.19666171073914 0.24926476976890657 0.15671188 0.03762246689761739 -3.0957570691877088 0.26882701980831086 12.395843699780343 68.4493899345398 0.4815645280983845 0.1504623 0.025332317091412086 -3.0957797822826585 -14.389384235038882 4.623295098079465 25.188034772872925 0.44062235234732056 0.15595232 -0.01369288827092488 -3.0959487614505967 -5.664563068981145 6.147346576425469 33.71993601322174 0.3955986846966988 0.14744903 0.036946407681142546 -3.094486290710517 -2.5920936832780934 6.795910293448668 37.45027482509613 0.3755494553338282 0.16050944 -0.0033265394920322117 -3.1014292408996305 3.19671539982879 10.698355445800555 57.87215232849121 0.4214223157889237 0.16031691 -0.03901427790094371 -3.1045489852600774 -1.594997595058093 6.751665167816289 34.48357284069061 0.2408598613622917 0.14360349 0.013741796637408273 -3.0976482053571424 -7.892496164393692 4.7038899552163045 22.668154537677765 0.425438139600744 0.15236984 0.01184410854372152 -3.0951525067263326 -3.9103907341490163 5.488112170742076 27.10617184638977 0.5225584133017234 0.16047771 0.047865517098833216 -3.0855302606993398 4.217138101888141 5.593564005821457 24.994927644729614 0.45696530137204944 0.15148784 0.009586217954640075 -3.0977242608838758 -3.364321436435353 3.2179473241044474 12.17116266489029 0.41057927567768693
ID_6169070c2,0.14790046 0.21626269810208823 -3.114944892125674 15.885617803145811 12.457270201054342 78.48908305168152 0.3738788681044895 0.13505726 1.6848403308772308 -3.1114803870492658 20.3516855381999 12.204546876821471 77.05619931221008 0.2047237384081877 0.1465648 0.054680509370821584 -3.107033534097024 9.858502023375074 9.214134200058634 54.6728253364563 0.2862816787067122 0.1268149 -1.1261941023847657 -3.1256978699290237 25.392040203143793 11.380488598637383 68.74703168869019 0.2314593730499278 0.1537621 0.01797907144868853 -3.103476731228181 8.721357821977984 8.52487292190837 49.208587408065796 0.3551775248706806 0.13793543 -1.6228161333274302 -3.1305848733806094 13.25472995429054 5.338397105409924 25.163987278938293 0.24606451444852515 0.1376038 -1.7539454387939148 -3.131502004461833 11.84397647613913 4.66553565749071 21.97737991809845 0.19115517904573354 0.15130763 -0.7657535168290087 -3.108164245384284 11.391961142941385 4.054409800998566 17.415624856948853 0.2616797800701555
ID_8d7ca0e11,0.1398266 0.46806881478765927 -3.106435964005538 4.3870167275416545 15.168142897690853 83.88988971710205 0.20523173823135848 0.15027642 -0.05270692595098185 -3.1148239505761346 6.338479986058163 15.176337137063909 87.33307123184204 0.2613579496316111 0.1512596 0.551319974804247 -3.1078310181670865 8.38794440070469 14.801423219974337 82.86017179489136 0.3339458680657512 0.14503908 3.1286534510123416 -3.1360082627558192 -11.566829442532805 7.052739709663168 38.83581459522247 0.37879614233935816 0.15136138 -3.130810671720673 -3.1345607565068683 -14.672554535486256 10.794735076375872 58.963871002197266 0.42546478836664353 0.118919276 0.023189264867203657 -3.094301203387328 1.4818640525084463 8.71613145822121 47.06101417541504 0.195193451357399 0.15010431 -3.1232495031835845 -3.1407290642433843 -11.795104481836148 7.088359227056821 36.698418855667114 0.5229347429355471 0.1475006 3.1244953578956043 3.139543766277381 -12.379923201216744 8.023616615824995 41.23028516769409 0.31188075448554486 0.14964224 3.1320563297944406 3.135950146364518 -12.949785940223052 8.797796423826794 45.57785391807556 0.24787659500632825 0.156708 3.098110651910297 -3.139960544305392 -8.511607404922103 8.211380770106397 42.170876264572144 0.455513021281744 0.16142125 0.0024236925830384247 -3.0977606308930596 0.5962755857476356 10.284830254685616 51.048994064331055 0.4627672324305043 0.14489764 -3.0767897274189773 -3.137317845719405 -10.338310639718696 5.702906661475238 28.12356948852539 0.48084974689291715 0.122457474 -3.1351555995084213 -3.12175238144631 -8.301565356246822 3.584138053058412 16.674935817718506 0.19483757790499473 0.13808414 -1.8462467568039418 -3.1282762849056205 19.05006390279749 7.772264290301605 35.85802912712097 0.19369412013318762 0.14747024 -3.1293625914864394 -3.14043893863494 -10.434883930615324 4.6179106178613365 20.774206519126892 0.5061624339628237 0.13702007 -1.6661113260740221 -3.131917206692048 17.014018497850913 6.216825281895356 26.655277609825134 0.2296395041547831 0.14812559 3.1386217866000643 -3.1357864571088037 -12.574147778109301 4.465815995166882 18.183694779872894 0.2931285281723342
ID_2f01d362b,0.14867473 0.032719086387216115 -3.0979197082393846 -0.89510156345604 13.130203981890073 73.71843457221985 0.2302337466152219 0.15623675 -0.0064371070832975105 -3.0987008829885205 -2.2653725447580246 11.490866358408901 60.83235144615173 0.4653330379263316 0.13481738 0.029835625252820946 -3.09244820673997 -0.518839612681095 7.793528561043472 39.993566274642944 0.3034919741814632 0.15968557 0.021913508981587643 -3.096072385209151 -0.397204530080229 7.638683017523675 36.92438006401062 0.3575922113296935 0.1484852 -3.1392143807377675 -3.138988500582524 -9.719660917433231 4.571009778623018 20.289894938468933 0.498432351357693 0.14870813 -3.1228244627191213 -3.1384281759434423 -10.678955486146434 3.92051347047315 15.486647188663483 0.3093794787252483 0.15287718 0.03737233134981515 -3.0894359444552144 4.670422792979205 4.174251355030909 15.943711996078491 0.3984254690362303 0.14586942 0.03504972625526416 -3.0901764651113233 4.990721923258597 3.503470082172157 11.294949054718018 0.3011108490760752 0.15892714 -0.023282354616253526 -3.089528476940938 4.206561224766158 2.913507148609022 8.993545919656754 0.20291564879559618
ID_3ca31e2a9,0.14868681 1.8609119631153346 -3.110897610085555 -38.73033599404759 6.70584170192893 52.424466609954834 0.19939450076167553 0.13694721 0.43331863123897585 -3.095893932627984 -25.372162987183167 5.617432943650345 40.98960757255554 0.36567232624325685 0.15111151 2.2729472937907165 -3.1168621593439063 -32.418399448324976 8.551056388179392 61.3018274307251 0.4376247359208568 0.12995434 -0.9981989202513964 -3.0902494323723992 -15.133758177818525 5.18964226216779 35.25342345237732 0.2262634527717098 0.14484635 1.9219774134261476 -3.1155312081151685 -14.344826128293574 7.449191192297605 50.385069847106934 0.3586484840333042 0.14451934 2.216288688069738 -3.1129145735227546 -9.707419778464244 9.013615195158902 55.91142177581787 0.1935463924395202 0.14927055 1.7562755662397251 -3.1028850359194955 -3.260871066531507 6.081803869094941 39.71203863620758 0.43589572911864977 0.15017541 0.9155794826732641 -3.104416364925452 -11.689105177411246 4.544748793857889 27.27312743663788 0.2545399375408879 0.12927565 -2.4827851781113743 -3.1032061484926423 -6.636189268265224 5.142396530895142 31.342536211013794 0.19825557195328466 0.13709663 -2.7230307159516745 -3.1112401356273374 -6.012079009647343 5.6586051647031885 33.56201648712158 0.38161781762183167 0.17615977 1.5743785151455956 -3.105738530057021 -3.4699704172242902 6.8578935679863475 41.82005524635315 0.22153861625727336 0.14335303 1.3392916546262994 -3.106026491271802 0.10129168337711039 5.606807784556757 34.258341789245605 0.21465628721283742 0.13141601 -1.537551983192222 -3.1194893569969615 3.4956185830822006 9.112841450179092 54.52851057052612 0.23495758633925418 0.13775584 1.6852854456277058 -3.117889957624026 16.312570719903867 8.478442798386574 51.828789710998535 0.4433436001055745 0.11561055 -1.6045592521232206 -3.1060975809865674 0.48468158596588284 5.142600436258049 29.48354482650757 0.18583021896071636 0.13235681 -1.9563263055555808 -3.126212880136915 1.523784917315396 6.341149127897082 36.2876296043396 0.40359089030325773 0.15532291 1.7918091497092157 -3.1084527020626744 8.347199004822013 7.3441637457350675 42.289358377456665 0.41979698771952606 0.14252312 -1.9124307873394517 -3.1160084066265306 -7.074576159776915 4.70391298784139 25.65634846687317 0.2495818289987353 0.14380877 2.104466162459751 -3.129565995308109 28.21805969991265 9.684265219176284 52.99952030181885 0.37820934461945804 0.1310535 1.7154601717513844 -3.1203181521319827 40.566134818351024 11.092950939777898 59.9912166595459 0.3326577818949412 0.14213476 1.6937439212575003 -3.113447167100855 16.401823871111233 6.853025237317902 35.435062646865845 0.23356350534590006 0.14021657 -0.2924117013110457 -3.109221352385827 8.156492723281293 5.0751596693391585 25.104159116744995 0.3500985906005592
ID_1cab8201d,0.14479548 -0.8014649528402789 -3.115804776670881 -6.079883684884922 3.043872199155069 16.668511927127838 0.217528034784952 0.15354276 -0.02167290403078684 -3.102274829643317 11.996093726211239 19.79764476509917 104.16948795318604 0.36908962072278334 0.15792103 3.068432900466431 -3.131804237263747 -2.6129708211063947 10.678071236124826 55.307209491729736 0.4289248663797489 0.15769672 0.0395556125855998 -3.1007991415732583 7.408516346968066 13.28807409680369 67.37443208694458 0.47492465759978086 0.14563157 -0.05999999134822354 -3.105918029444762 13.683550572561115 15.722465775873843 79.09684777259827 0.3074076427551784 0.15207715 3.130506696091837 -3.136325894045182 -4.448408786843849 6.509007592501501 31.669336557388306 0.5451223018141873 0.15466954 3.0825954610356936 -3.122387670102068 -0.43114505494567296 7.650602586876443 38.024526834487915 0.4228816214892985 0.15329425 0.013938298978564771 -3.100855941074439 7.42502419671142 10.267187129069733 50.459492206573486 0.46091034954450216 0.15688471 0.03138857576182508 -3.0947073643379888 8.774125277886798 7.7577903867047695 34.24476981163025 0.5292306003458235 0.14131314 3.022934588668827 -3.1104209461533507 1.51701622236729 5.121395838945947 22.04485684633255 0.31120453990326497 0.17048536 0.29836226935298943 -3.1101227795057973 6.349585706043566 7.743818839664777 33.484116196632385 0.2518591883720345 0.13371633 -3.1408897059214014 -3.136146081733056 -3.909515216864602 2.8639038769335103 11.784592270851135 0.324317636899445 0.15466878 -3.1357818412144063 -3.140595043199607 -0.5419366413360736 4.39736964157996 18.155232071876526 0.2603673346729836 0.15831457 3.0815289893568862 3.140068145590373 1.5273767405579972 4.473488438581618 18.59879046678543 0.24122329187725924 0.14686331 -3.136364531430112 -3.1403123309188565 -4.873348133544002 3.7227286993702315 14.756911993026733 0.4596759738459602
ID_9eb7569bc,0.15219516 0.04598980487901108 -3.0953344126516065 -2.8005262507901922 10.195900211272967 57.927900552749634 0.2859721855275426 0.15671808 0.00043203659654510423 -3.097828051196881 -1.7084309074543433 11.196734592524408 62.092721462249756 0.44762461850877955 0.14684314 -3.1194069620110434 -3.132482087361165 -9.553708171246178 4.869038737678502 25.99688172340393 0.40548243280913654 0.1542765 -3.113465259648988 -3.1412679014080247 -13.492378351314754 8.56992466261272 45.67692279815674 0.32733537722316725 0.15139768 0.018321588162885715 -3.0984972101920327 -2.979200968379949 8.381749401031268 45.71714997291565 0.5065750340379498 0.1493313 0.03226722593402604 -3.096515068905898 0.47199500073372375 8.320816069604138 45.54277062416077 0.3667480830953848 0.15360464 -1.4678657923080727 -3.100841002660342 14.69673666342243 13.192534049008927 69.89091634750366 0.3424769298000942 0.15290743 -9.522577358538464e-05 -3.104147510724612 -3.1588269068704387 7.35313740794632 38.277649879455566 0.41286174893141375 0.14897868 0.024342182251556925 -3.0950085689597806 3.3479866661630946 8.953677326203564 46.45490646362305 0.26853185249027955 0.14506498 -0.0052251080547547485 -3.0925349352234086 -0.036968579379160996 5.614998822203555 26.691657304763794 0.2795125611597664 0.16489251 0.08675426836921707 -3.085119294124194 5.206639429693248 7.517983364350204 36.292868852615356 0.3515582482000709 0.16329557 -0.08043582622591826 -3.091329464810439 5.151780616879119 6.598018123676742 32.055097818374634 0.19199176793109304 0.16010568 0.06968578648350986 -3.0851303582363805 4.9973215848222585 5.908258363140844 26.472365856170654 0.26077087834372137 0.16127786 -0.0017205157965035794 -3.0928426814549645 4.830002759146423 5.242494840667765 23.61111342906952 0.3939725812515425 0.15659347 0.03144732579528839 -3.095938602583953 -3.2745113434201376 4.4633654695090215 18.93760710954666 0.3000420915524171 0.1319122 3.1406638013048966 -3.1318771449201783 -9.748326758633308 3.477677000348249 14.429831504821777 0.27417898367112514 0.15505926 0.056332859834519 -3.0900280383699616 5.99344636840853 4.770320742357241 19.63949203491211 0.27055004048603365 0.14693674 3.1309278152726905 -3.138612290965863 -12.23796733788086 4.579530268924952 18.113787472248077 0.39094871127468334 0.15295394 0.023758276944233415 -3.0942875017696103 -0.27867506141693554 4.41644844680098 17.308272421360016 0.36021509139451924 0.15850967 0.04321197940686689 -3.093728372948714 5.686309204816233 4.414747085465202 17.354758083820343 0.3276171640517385 0.15542556 0.02072261397250748 -3.087893074499913 5.042417260218114 4.4397804745062075 14.794784784317017 0.43997570343674897
ID_a8fb00411,0.14129452 2.4218176794572357 -3.118015168356248 -29.382101632539392 10.169076393621975 64.40038681030273 0.21990886659771375 0.15277886 0.01095870727455827 -3.100821232544728 6.25089715834273 24.536034693462135 149.9537229537964 0.2389734345069949 0.15318796 3.0855850827740587 -3.1247075257175645 -14.647058551655455 9.15175836360934 51.30676031112671 0.26329704357808936 0.14960676 -3.117958296616959 -3.1302259621494493 -17.129641405785335 11.102780064706828 62.982624769210815 0.3090397826356692 0.13936217 -3.1009366986309748 -3.1207300444417676 -11.087365587837027 9.126240234180466 51.97638273239136 0.19914946456227375 0.14961861 3.1402739112471574 3.140918342518159 -9.492441425310524 11.945094534853157 69.06095743179321 0.43632392425054395 0.15030229 3.13274614755142 -3.1350667421990117 -10.922960965176957 15.715576616414243 87.25689053535461 0.3153561051456687 0.15521635 -3.107996657618871 -3.1396433395617684 -9.999083692761305 8.573004867221218 46.95531725883484 0.4804110389401393 0.15586002 -3.1248534861091417 -3.135943831997462 -8.23669847626483 9.187422802810694 49.140504002571106 0.4642481504333914 0.15173027 -3.115103463133941 -3.1297649053209504 -8.752422373719444 11.058347926931877 59.42843556404114 0.2853632593334033 0.1577966 0.0359689027518082 -3.097204866009303 -4.48761191918875 10.721081120145058 55.90164065361023 0.40507213218803645 0.15250309 -0.03313597105278021 -3.1090876293652734 -3.2246261717574387 9.734298745332492 52.633607387542725 0.3408337323253057 0.155199 0.07100454987394302 -3.095036508637019 1.0081887456407865 11.330188934815546 60.71320176124573 0.33157753853854943 0.1550515 -0.04673317738056241 -3.1098790374868592 2.3437062607301935 11.09955741485679 58.893758058547974 0.3724080383518738 0.14650123 0.307005538861189 -3.1123651453577956 14.732388262818516 12.155068370858759 64.4948959350586 0.3212052302879939 0.15144457 -3.138963316257291 -3.136280059935995 -10.733946151757875 6.64849629496799 34.46798026561737 0.5508849129646207 0.14483722 0.008442357517079535 -3.0985840951376638 -3.8280554115492436 4.587772656613247 20.095135271549225 0.4597109390614236 0.14542197 0.01751957634884165 -3.098817514377185 -4.054215079519662 2.7862608378407323 8.390691876411438 0.2645081406980415
ID_d02318726,0.13765019 2.1460344443643447 -3.117986647533723 -43.79117602799316 7.382685429541944 63.678836822509766 0.33009045979433094 0.1361737 0.0038994520295843773 -3.0969965030723294 -5.369965814134179 13.026471540531979 94.59282159805298 0.24740265213644194 0.14562866 -0.003681155433932638 -3.097008643793412 -14.172644575391741 5.85080138979032 40.31249284744263 0.5167991443491035 0.15050797 0.027038144815320315 -3.093825588124343 -13.89543132463372 7.83556985674974 51.76084637641907 0.5208775056991686 0.15834902 0.0546852528718759 -3.095953559624501 -3.6888829703898667 11.82572766370654 79.18426990509033 0.2915284862253738 0.1545276 0.005666620699038175 -3.1024884787672242 -2.8067664845691462 11.126216009164075 75.61068534851074 0.48114706139279456 0.1490734 0.018465532655083106 -3.0921082516484937 -14.330960931195055 4.694851160295805 30.28891086578369 0.5015144033399108 0.15634722 0.033763362783460364 -3.0935472567849835 -6.2946363739183875 6.656215875986623 43.28855872154236 0.5278268646981372 0.12958166 0.021771254567992723 -3.099302800493785 -3.2382871179184023 5.538780251678829 34.829747676849365 0.275151584808115 0.15598129 0.04081188158551031 -3.0944971983605107 0.21369180103862134 9.217554142493809 57.774531841278076 0.4069154705538345 0.15893662 0.008452558370049794 -3.102619456248828 -4.1753771103865835 6.235738216718625 38.508403301239014 0.413698258978335 0.13331074 1.6719670545964345 -3.105246080207177 11.912595080700447 6.6564040545786005 37.896373867988586 0.3252502283333057 0.15242414 1.9555083547705054 -3.1099975538724145 11.117367710166675 6.551489448961077 35.33339202404022 0.4022595296062511 0.1502176 1.6784819613700444 -3.1013765205913266 9.877382675348056 4.894905592816667 25.022947788238525 0.36900042224348223 0.1435835 0.014330566966431256 -3.097485704469033 -5.687989431862137 3.2176081284637537 14.407142996788025 0.4110159378644605 0.13440512 1.6941095563587174 -3.1149027963453015 11.666166110457091 5.755047728493039 25.757989287376404 0.26602620352117307 0.15077345 0.5681994421291653 -3.1036465895646295 9.810315593664857 5.111139007995707 21.907369792461395 0.2598384534029556
ID_a708704aa,0.14351594 1.721277847509009 -3.1087358986311635 -30.651194217969636 8.430210721804109 50.070834159851074 0.29243328974343313 0.13901366 -2.1629656232435064 -3.106844550120183 -35.093353842547316 10.261451935077393 61.511701345443726 0.2907436335121178 0.13582416 -1.1875478884505974 -3.096438983576842 -23.569874605573926 7.809190452126828 47.55984544754028 0.18708029855387687 0.14589566 1.6888116600886587 -3.11203905579681 -25.31302161469048 10.602460538650238 64.30206298828125 0.3379413651382347 0.13994183 1.305696298820943 -3.1154680774831256 -23.074495471560915 10.39326138358252 62.329673767089844 0.25445154802585634 0.14676107 3.109255724696821 -3.136273829387971 -5.469589197869275 7.789026653310405 41.47402048110962 0.4261051453546654 0.1557003 3.0049917204395102 -3.1248248146199664 -4.028252754661282 12.15359971137441 65.54601192474365 0.4463199733291535 0.15604879 2.8983465008672904 -3.120813490944453 -1.8057534245578066 12.419543896732998 65.07956981658936 0.41740949107846903 0.1551206 3.0754518259053327 -3.130959218489476 2.54572281197394 11.629306825117238 61.73669099807739 0.45455037075031895 0.15133178 0.006230636436940347 -3.107520492868968 7.42229933380748 16.524650602911176 89.00908827781677 0.29381559497128396 0.15426356 0.027154766648684613 -3.097302245097705 12.83777043198326 20.39450678690754 109.646737575531 0.23842390596569663 0.15362139 3.115318360856602 -3.137890553223439 -6.313728094210218 7.320565809311727 37.146323919296265 0.5422051698372726 0.15133336 -0.007053117648996237 -3.1050513108545026 11.922940951668341 14.384735485677744 73.6906349658966 0.38542543187906275 0.15837713 3.001447434236917 -3.121213365467735 -0.33718941091643495 8.178736504654593 40.59183597564697 0.4373001228970337 0.15879883 -0.014760868795023753 -3.106054315465041 5.862399528469115 10.749452671175028 51.85725688934326 0.4538305761391144 0.13308173 -2.0531218835388985 -3.125203563021966 21.40864434637243 10.627355796467995 49.984538555145264 0.19049264440126198 0.15752825 -0.367607338636042 -3.1009303537481507 14.936767229972613 5.808940999744227 26.27469301223755 0.1930862101047387 0.12867373 -1.309399067345027 -3.1192296167188367 19.51505591877461 6.70979329163385 29.911261796951294 0.2732375290668416 0.14924634 -3.141256712544091 -3.1404648443036756 -2.4901242127785497 4.017480373297563 16.47150367498398 0.5005323289839065 0.15654911 0.038753264329653474 -3.08838693250949 5.502022812303905 5.280902798700934 18.72582584619522 0.4266515196349739 0.14776582 3.1387793796451304 -3.1376693492108068 -3.455362901425867 2.1329420546421543 6.416426599025726 0.316654295345021 0.1481258 3.1346167839627994 3.139770997809716 -2.3152980693581307 1.4656860575434343 4.441237449645996 0.2245822892807532
ID_7ec5fb5ec,0.14130223 0.1388193125518849 -3.0950282906466207 -42.393307215147516 9.448242318710735 62.30123043060303 0.38498546197775385 0.14269406 0.04067265602473885 -3.0931942780786237 -32.95219606915887 9.968484482828373 62.6534104347229 0.43628434794597937 0.14151578 2.1459231577513926 -3.1150612627440175 -21.424059733542563 8.384324829389023 50.29836893081665 0.28331555140362413 0.14319977 2.2448127811663268 -3.1128150337659797 -21.921642496724782 8.702149724269592 53.231048583984375 0.3468660701537467 0.13340771 3.0769793215378956 -3.11215613422031 -16.484125754737637 7.426538946933781 45.20348012447357 0.19244803132683713 0.1482733 0.7421979948563043 -3.1002308187359056 -19.506116375121238 10.708906720687317 64.79377746582031 0.2964507018919379 0.14894614 0.018383725497672563 -3.0943761972063264 -13.72933390982466 14.814991713233173 86.67775988578796 0.3761820984022478 0.14395866 0.02884112423837249 -3.097242595749446 -8.525586518354611 7.5864716884563945 43.054017424583435 0.20005724637677702 0.1495125 0.014541825092091069 -3.099288450675555 -8.498296076150703 13.055064748336243 73.9522635936737 0.35798725712359225 0.15149249 0.015032826400354606 -3.1013797019892415 -4.243766680153967 11.671028867569802 65.52892923355103 0.4853987894494635 0.1338245 -0.004993422334562051 -3.100631633894988 -12.961101140376147 5.276122770851379 28.454914689064026 0.32421061712040367 0.15294898 0.0159710107096578 -3.100752493488141 -9.953209069088201 6.786345664906235 36.86279654502869 0.4280564436323233 0.14728339 0.009949083553364886 -3.0986469147079667 -5.982863366958094 8.07044801537964 44.01429295539856 0.3615377255460384 0.15037154 1.923640459232078 -3.1130494718723973 12.710738593444729 12.142143433273086 64.71977829933167 0.46581422400686257 0.13803558 1.6356443572334955 -3.1130314377420625 13.779501178364827 11.355695982607209 59.885215759277344 0.19929371321898168 0.15866345 1.860610547972947 -3.115497138472744 12.01232273349091 10.909600443387738 53.95929217338562 0.21359949615765209 0.15160203 0.0021806679872253764 -3.0953328554802617 -2.748169520299873 4.634530316346477 20.953208208084106 0.49881311538421286
ID_5acc39303,0.1398538 -3.1265937476433443 -3.1139434558623513 -24.20824318001366 17.59331322767706 112.563157081604 0.19282088927292945 0.15881297 0.10803921903154956 -3.0923267920785626 9.334456518954685 9.12310154193474 46.82077169418335 0.3935739678229214 0.15499821 -0.0442763932536926 -3.0983844978087625 8.460819940377638 8.08521631860729 41.95660650730133 0.26617485214531916 0.15188578 0.02748987240542176 -3.0884203930669507 4.454105363606821 4.839651528033037 19.99931037425995 0.45379375021773816 0.1693261 -0.009835577045644061 -3.089684235053607 3.8049758296663816 4.332159302052317 16.945388913154602 0.2619692174127574
ID_44a4db161,0.15939991 3.1296713094766275 -3.1299069990688047 -9.925099292519116 14.795216638766016 78.02902460098267 0.32983329605873846 0.15556079 3.0875621837687914 -3.1305264198505363 -9.70125790032783 15.979277544556219 85.99873781204224 0.27095470177633657 0.14893565 0.004222402706737681 -3.1031386127048215 6.744176519286372 18.731915687142088 99.00925755500793 0.36474879291162016 0.15103795 -3.0932522379041725 -3.132450983049818 -14.740590407782147 7.209797282519201 36.62334084510803 0.3954046263890362 0.1529108 3.096188056315118 -3.12876768049831 -9.051679871010391 8.692595573717217 45.14041543006897 0.45836672844078524 0.15588951 3.104581077251198 -3.1358856727653226 -4.952864591333111 12.452818796700885 62.33051419258118 0.5067945297706915 0.15195428 0.023920863939068216 -3.0938207526975354 1.1284332726996567 9.968385582471573 50.916457176208496 0.36449088880101227 0.15755008 0.0512080088197073 -3.0977123846584043 6.150723854748435 18.499309364989525 93.29552054405212 0.23456088592046032 0.15391342 -0.02167891072468112 -3.104202492284127 7.265346356597245 17.40914556842871 87.41156458854675 0.4171526837736931 0.1531869 -0.056151339587698676 -3.1033007634156426 12.25365880342593 17.08691242796011 86.34389042854309 0.22033523725112367 0.14488417 0.8130356328018474 -3.116141418116637 19.115070153760858 16.771913538981842 87.04242706298828 0.363546803366768 0.14435627 0.6977326002553798 -3.120131032662936 21.347311687369274 17.496473561335968 90.33504128456116 0.23574796356119995 0.1504234 1.868725300314624 -3.1130195298516234 21.05753071169989 13.148719372467168 67.25926399230957 0.3521679280974583 0.1455557 1.5633574954703597 -3.1102051493995866 21.198743140593216 12.620290478856296 63.524824380874634 0.2370012485455484 0.15075192 -3.107371903245995 -3.1315033474289855 -8.932016165865694 5.64846162585033 28.09290587902069 0.4466623778543081 0.15670435 -3.0999234667882427 -3.1301078499578914 -10.341708254036693 7.554959483732432 37.58218288421631 0.4914597481867311 0.14442553 3.1249721796023047 -3.135136418166109 -5.286393103887306 6.569495739251275 30.20627796649933 0.4679818562503881 0.15787882 -0.0037033297326790615 -3.10293951083953 0.8939099406583418 6.459014045351552 29.262298345565796 0.3904256038079841 0.16132852 0.018857625775087778 -3.089512212323495 4.086072382290026 5.8666825255823305 24.013012647628784 0.44946268776352044 0.14472169 0.02243497361573048 -3.0931813066178044 0.2641027740511849 4.089933781237681 15.060476958751678 0.3882677759298184 0.14259948 3.134278171429349 -3.12833750073845 -3.438206790872416 2.7746532292131163 9.171542525291443 0.25421586514468225 0.15358204 3.103619161004677 -3.1307889894866427 -4.425232925000693 3.528289020374019 11.38150840997696 0.31072674859657107
